Situação Pós-Pleito;Nome Completo;Nome Urna;Cargo;Número;Partido;Situação;Coligação
Concorrendo;MARIA ABADIA DA SILVA SANTAREM AMORIM;"ABADIA SANTAREM ";Deputado Distrital;18999;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;ABEL ENRIQUE DUARTE;ABEL DUARTE;Deputado Distrital;31331;PHS;Aguardando julgamento;PHS
Concorrendo;ADELMO JOSÉ LIMA;ADELMO PAPAI SMURF;Deputado Distrital;44200;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;ADHARA CAMPOS VIEIRA;ADHARA CAMPOS;Deputado Distrital;43003;PV;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;JOSE ADIBE DAMASCENO DA CRUZ;ADIBE MECANICO;Deputado Distrital;43700;PV;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;ADILSON NUNES DE LIMA;ADILSON NUNES;Deputado Distrital;18200;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;ADOLPHO LUIZ BEZERRA KESSELRING;ADOLPHO FUICA;Deputado Distrital;18420;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;ADRIANA DOS ANJOS GLORIA;ADRIANA GLORIA;Deputado Distrital;70140;AVANTE;Deferido;AVANTE
Concorrendo;ADRIANA LOURENÇO DAS CANDEIAS;ADRIANA LOURENÇO;Deputado Distrital;90045;PROS;Aguardando julgamento;PROS
Concorrendo;ADRIANO ARAÚJO DA SILVA;ADRIANO ARAÚJO;Deputado Distrital;77192;SOLIDARIEDADE;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;ADRIANO AZEVEDO;ADRIANO AZEVEDO;Deputado Distrital;36026;PTC;Aguardando julgamento;mobilizar pra mudar
Concorrendo;ADRIANO DE ANDRADE MARROCOS;ADRIANO MARROCOS;Deputado Distrital;55222;PSD;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;AGACIEL DA SILVA MAIA;AGACIEL MAIA;Deputado Distrital;22123;PR;Aguardando julgamento;PR
Concorrendo;AGENILDO NERI DA SILVA;AGENILDO NERI;Deputado Distrital;10300;PRB;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;AGNALDO ROMEIRO DE MELO;AGNALDO ROMEIRO;Deputado Distrital;23456;PPS;Aguardando julgamento;PPS
Concorrendo;AILTON MIRANDA LUSTOSA;AILTON MIRANDA;Deputado Distrital;36111;PTC;Aguardando julgamento;mobilizar pra mudar
Concorrendo;AIRAM OLIVEIRA ALVES CORREIA;AIRAM;Deputado Distrital;14144;PTB;Aguardando julgamento;PTB
Concorrendo;AKILLA MARIA DE MELO MARINHO;AKILLA MARINHO;Deputado Distrital;70500;AVANTE;Deferido;AVANTE
Concorrendo;ALDEMIO OGLIARI;ALDEMIO OGLIARI;Deputado Distrital;13016;PT;Aguardando julgamento;PT
Concorrendo;ALDEMIR DOMÍCIO DA SILVA;ALDEMIR DOMICIO;Deputado Distrital;65888;PC do B;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;ALDOVRANDO TELES TORRES;ALDOVRANDO TORRES;Deputado Distrital;23222;PPS;Aguardando julgamento;PPS
Concorrendo;EVA ALESSANDRA ROSA GOMES;ALESSANDRA GOMES;Deputado Distrital;33333;PMN;Aguardando julgamento;mobilizar pra mudar
Concorrendo;ALESSANDRO FABRÍCIO CLEMENTE PAIVA;ALESSANDRO PAIVA;Deputado Distrital;40800;PSB;Aguardando julgamento;PSB
Concorrendo;ALEXANDRE DE OLIVEIRA MORAIS;ALEXANDRE MORAIS;Deputado Distrital;51111;PATRI;Aguardando julgamento;RENOVA DF
Concorrendo;ALEXANDRE FERREIRA DOS SANTOS;ALEXANDRE TOTA;Deputado Distrital;10122;PRB;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;ALEXANDRE DE JESUS SILVA YANEZ;ALEXANDRE YANEZ;Deputado Distrital;11211;PP;Aguardando julgamento;PP
Concorrendo;ALEX ALVES NEVES;ALEX NEVES;Deputado Distrital;14400;PTB;Aguardando julgamento;PTB
Concorrendo;ALEX RIBEIRO LEITE;ALEX RIBEIRO;Deputado Distrital;17123;PSL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;ALFREDO CARNEIRO DOS SANTOS JUNIOR;ALFREDO JUNIOR;Deputado Distrital;70170;AVANTE;Deferido;AVANTE
Concorrendo;ALINE DE CARVALHO MARTINS REIS;ALINE;Deputado Distrital;25525;DEM;Aguardando julgamento;TODOS PELO DF
Concorrendo;ALINE CABRAL COSTA ANDRADE;ALINE CABRAL;Deputado Distrital;17197;PSL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;ALINNE DE SOUZA MARQUES;ALINNE MARQUES;Deputado Distrital;54001;PPL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;ALLAN FREIRE BARBOSA DA SILVA;ALLAN FREIRE;Deputado Distrital;30777;NOVO;Aguardando julgamento;NOVO
Concorrendo;ALISSON LUIZ DE MACEDO VEIRA;ALLISSON RENOVAÇÃO;Deputado Distrital;13636;PT;Aguardando julgamento;PT
Concorrendo;ALMACHIO REZENDE BARRETO DA ROCHA;ALMACHIO ROCHA;Deputado Distrital;17333;PSL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;ALTINO ALMEIDA SILVA;ALTINO TORNEIRO;Deputado Distrital;55200;PSD;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;ALZIRA MARIA DOS PASSOS FOLHA;ALZIRA FOLHA;Deputado Distrital;40104;PSB;Aguardando julgamento;PSB
Concorrendo;AMAZONICA BRASIL MAGALLANS LUJAN;AMAZONICA BRASIL;Deputado Distrital;90009;PROS;Aguardando julgamento;PROS
Concorrendo;AMILTON SILVA;AMILTON SILVA;Deputado Distrital;17777;PSL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;ANA CRISTINA SIQUEIRA CAMPOS DA SILVEIRA;ANA CRISTINA DO POR DO SOL;Deputado Distrital;14021;PTB;Aguardando julgamento;PTB
Concorrendo;ANA LUIZA DE OLIVEIRA DIAS;ANA LUIZA;Deputado Distrital;10111;PRB;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;ANA MARIA DA SILVA;ANA MARIA;Deputado Distrital;11022;PP;Aguardando julgamento;PP
Concorrendo;ANA PAULA GUEDES FRANCO;ANA PAULA GUEDES;Deputado Distrital;10678;PRB;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;ANA ROSA CARVALHO DE ABREU;ANA ROSA;Deputado Distrital;18182;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;ANA ELIZABETH DE ANDRADE FARIAS SANTOS SALES;ANA SALES;Deputado Distrital;10007;PRB;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;ANTONIO LOPES ANCHIETA JUNIOR;ANCHIETA JR;Deputado Distrital;36012;PTC;Aguardando julgamento;mobilizar pra mudar
Concorrendo;ANDERSON FABRICIO GOMES;ANDERSON FABRICIO;Deputado Distrital;22567;PR;Aguardando julgamento;PR
Concorrendo;ANDERSON DA SILVA FONSECA;ANDERSON FONSECA;Deputado Distrital;55007;PSD;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;ANDERSON DA SILVA LOPES;ANDERSON LOPES;Deputado Distrital;51140;PATRI;Aguardando julgamento;RENOVA DF
Concorrendo;ANDERSON SILVA DE OLIVEIRA;ANDERSON MANTEIGA;Deputado Distrital;22319;PR;Aguardando julgamento;PR
Concorrendo;ANDERSON MEDINA BORGES;ANDERSON MEDINA;Deputado Distrital;11123;PP;Aguardando julgamento;PP
Concorrendo;ANDERSON CAMPOS DOS SANTOS;ANDERSON SANTOS;Deputado Distrital;44144;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;ANDERSON SENTO SE SANTANA DA COSTA;ANDERSON SENTO;Deputado Distrital;22444;PR;Aguardando julgamento;PR
Concorrendo;ANDREA APARECIDA BORGES SILVA;ANDREA BORGES;Deputado Distrital;28009;PRTB;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;ANDREA MARIA MENDES;ANDREA MENDES;Deputado Distrital;43060;PV;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;ANDREA PONTES QUADROS CÔRTES;ANDREA QUADROS;Deputado Distrital;30400;NOVO;Aguardando julgamento;NOVO
Concorrendo;ANDRÉ BRANDÃO PERES;ANDRÉ BRANDÃO;Deputado Distrital;19333;PODE;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;ANDRÉ RICARDO SANTOS BURMANN;ANDRÉ CORUJA;Deputado Distrital;12007;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;ANDREIA CANDIDA DA SILVA BANDEIRA;ANDREIA BANDEIRA;Deputado Distrital;54180;PPL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;ANDRE LUIS RAIMUNDO DA SILVA;ANDRE KALLAGRI;Deputado Distrital;33033;PMN;Aguardando julgamento;mobilizar pra mudar
Concorrendo;ANDRÉ RODOLFO DE LIMA;ANDRÉ LIMA;Deputado Distrital;18918;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;ANDRE LUIS SILVA DE OLIVEIRA;ANDRÉ LUIZ;Deputado Distrital;15789;MDB;Aguardando julgamento;MDB
Concorrendo;ANDRÉ LUIZ DE CARVALHO MARTINS;"ANDRÉ MARTINS ";Deputado Distrital;23711;PPS;Aguardando julgamento;PPS
Concorrendo;ANDRE MATTAR;ANDRE MATTAR;Deputado Distrital;22111;PR;Aguardando julgamento;PR
Concorrendo;ANDRÉ LUIS QUEIROZ ROSA;ANDRÉ QUEIROZ;Deputado Distrital;33391;PMN;Aguardando julgamento;mobilizar pra mudar
Concorrendo;ANDRE LUIS SILVA;ANDRÉ SILVA;Deputado Distrital;20040;PSC;Aguardando julgamento;PSC
Concorrendo;ANDYARA BAGATINI DIEGUEZ BARREIRO;ANDYARA;Deputado Distrital;23321;PPS;Aguardando julgamento;PPS
Concorrendo;ANGELA CRISTINA DO NASCIMENTO AUGUSTO;ANGELA AUGUSTO;Deputado Distrital;20363;PSC;Aguardando julgamento;PSC
Concorrendo;ANGELA MARIA TEIXEIRA;ANGELA TEIXEIRA;Deputado Distrital;70101;AVANTE;Deferido;AVANTE
Concorrendo;ANA PAULA DAMASCENO DE SOUZA;ANINHA;Deputado Distrital;40190;PSB;Aguardando julgamento;PSB
Concorrendo;ANARCISE PEREIRA DA SILVEIRA;ANINHA DA AUTOESCOLA;Deputado Distrital;12512;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;ANTÔNIO CARLOS DA SILVA;ANTÔNIO CARLOS;Deputado Distrital;19256;PODE;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;ANTONIO CRISPIM DE OLIVEIRA;ANTONIO CRISPIM;Deputado Distrital;22180;PR;Aguardando julgamento;PR
Concorrendo;ANTONIO FELIX DE OLIVEIRA;ANTONIO DA FEIRA;Deputado Distrital;90011;PROS;Aguardando julgamento;PROS
Concorrendo;ANTONIO DA CONCEICAO FERREIRA;ANTONIO DO LIVRO;Deputado Distrital;90906;PROS;Aguardando julgamento;PROS
Concorrendo;ANTONIO LUIZ DIONIZIO DOS SANTOS;ANTONIO DO TAXI;Deputado Distrital;28066;PRTB;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;ANTONIO VALDEMAR RODRIGUES DO NASCIMENTO;ANTÔNIO FISCAL;Deputado Distrital;77771;SOLIDARIEDADE;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;ANTÔNIO VIEIRA MARQUES;ANTÔNIO MARQUES;Deputado Distrital;29329;PCO;Aguardando julgamento;PCO
Concorrendo;ANTONIO SANTOS MENDES;ANTONIO MENDES;Deputado Distrital;19456;PODE;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;JOSIEL ARAGÃO;ARAGÃO;Deputado Distrital;55061;PSD;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;JANILTON SOUTO DE ALMEIDA;ARGENTINO SOUTO;Deputado Distrital;90197;PROS;Aguardando julgamento;PROS
Concorrendo;ARIONILDO BARROS LIMA;ARI SUSHI;Deputado Distrital;14031;PTB;Aguardando julgamento;PTB
Concorrendo;ARLETE AVELAR SAMPAIO;ARLETE SAMPAIO;Deputado Distrital;13131;PT;Aguardando julgamento;PT
Concorrendo;ARTHUR KLEBER CARDOSO;ARTHUR CARDOSO;Deputado Distrital;70401;AVANTE;Renúncia;AVANTE
Concorrendo;FRANCISCO DE ASSIS PESSOA;ASSIS DA SAÚDE;Deputado Distrital;35678;PMB;Aguardando julgamento;RENOVA DF
Concorrendo;FRANCISCO DE ASSIS FERNANDES DOS SANTOS;ASSIS FERNANDES;Deputado Distrital;45190;PSDB;Aguardando julgamento;TODOS PELO DF
Concorrendo;ATAILDES JOSÉ DE OLIVEIRA;ATAILDES OLIVEIRA;Deputado Distrital;11101;PP;Aguardando julgamento;PP
Concorrendo;PAULO WANDERSON MOREIRA MARTINS;AUDITOR PAULO MARTINS;Deputado Distrital;70456;AVANTE;Deferido;AVANTE
Concorrendo;AURINDO PEREIRA DA SILVA;AURINDO SILVA;Deputado Distrital;25100;DEM;Aguardando julgamento;TODOS PELO DF
Concorrendo;JOSÉ ROBERTO AZAMBUJA BORGES MACIEL;AZAMBUJA;Deputado Distrital;18900;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;WASHINGTON ARAPUÃ LIMA;BABY FACE;Deputado Distrital;20007;PSC;Aguardando julgamento;PSC
Concorrendo;ANTONIO JOSE LEMOS LACERDA;BAIANO TEM;Deputado Distrital;20333;PSC;Aguardando julgamento;PSC
Concorrendo;SEBASTIÃO GOMES BALAGÃO;BALAGÃO;Deputado Distrital;15233;MDB;Aguardando julgamento;MDB
Concorrendo;BALTAZAR CRISTINO DA SILVA;BALTAZAR;Deputado Distrital;18123;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;VANUZA ROSA DOS ANJOS;BARBARA ANJOS;Deputado Distrital;90017;PROS;Aguardando julgamento;PROS
Concorrendo;MARIA EMILIA PAIVA SALAZAR;BA SALAZAR;Deputado Distrital;22188;PR;Aguardando julgamento;PR
Concorrendo;JOSE BATISTA NETO;BATISTA NETO;Deputado Distrital;14111;PTB;Aguardando julgamento;PTB
Concorrendo;BERNARDO ISRAEL SANTANA REGO;BEBÉ SANTANA;Deputado Distrital;23024;PPS;Aguardando julgamento;PPS
Concorrendo;BERNARDO ANTÔNIO DE BARROS LIMA;BEBETO DA COMUNIDADE;Deputado Distrital;40403;PSB;Aguardando julgamento;PSB
Concorrendo;BELAISIO DE QUEIROZ SANTOS;BELLO PILÃO DE OURO;Deputado Distrital;20555;PSC;Aguardando julgamento;PSC
Concorrendo;BENAIR MARIA DOMINGOS;BENA DOMINGOS;Deputado Distrital;36136;PTC;Aguardando julgamento;mobilizar pra mudar
Concorrendo;MANUEL BENEVAL ADELINO;BENÉ ADELINO;Deputado Distrital;12120;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;BENEDITO AARAO SALES DE ARAUJO;BENEDITO DA VOZINHA;Deputado Distrital;51888;PATRI;Aguardando julgamento;RENOVA DF
Concorrendo;BENEDITO GALVAO DE FRANÇA;BENEDITO GALVAO;Deputado Distrital;22243;PR;Aguardando julgamento;PR
Concorrendo;BERNARDETH DE FATIMA SILVA MARTINS;BERNARDETH MARTINS;Deputado Distrital;11110;PP;Aguardando julgamento;PP
Concorrendo;JOSÉ BERNARDO WERNIK MIZRATTI;BERNARDO WERNIK;Deputado Distrital;15061;MDB;Aguardando julgamento;MDB
Concorrendo;ELISABETE GUILHERME RAIMUNDO;BETE GUILHERME;Deputado Distrital;15001;MDB;Aguardando julgamento;MDB
Concorrendo;ELIZABETE MARIA CARDOSO DE NOGUEIRA;BETH CARDOSO;Deputado Distrital;22888;PR;Aguardando julgamento;PR
Concorrendo;ELISABETH LEITE RIBEIRO;BETH RIBEIRO;Deputado Distrital;30999;NOVO;Aguardando julgamento;NOVO
Concorrendo;ELISABETE HERNANDES TROVAO;BETH SCOFIELD;Deputado Distrital;22322;PR;Aguardando julgamento;PR
Concorrendo;ROBERTO RIBEIRO DE ALMEIDA;BETO RIBEIRO;Deputado Distrital;54321;PPL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;CARLOS BIANCHINI PONTES;BIANCHINI;Deputado Distrital;28012;PRTB;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;WALLACE DE OLIVEIRA MACIEL;BILL;Deputado Distrital;90909;PROS;Aguardando julgamento;PROS
Concorrendo;EDILSON DE JESUS;BILL SAÚDE;Deputado Distrital;70192;AVANTE;Renúncia;AVANTE
Concorrendo;SABINO ARCANJO DOS SANTOS NETO;BINO ARCANJO;Deputado Distrital;31479;PHS;Aguardando julgamento;PHS
Concorrendo;BISMARCK KONRAD HEGERMANN;BISMARCK UBER, CABIFY E 99;Deputado Distrital;70099;AVANTE;Deferido;AVANTE
Concorrendo;RENATO ANDRADE DOS SANTOS;BISPO RENATO ANDRADE;Deputado Distrital;22122;PR;Aguardando julgamento;PR
Concorrendo;FABIO RODRIGUES RAMOS;BITO RAMOS;Deputado Distrital;36789;PTC;Aguardando julgamento;mobilizar pra mudar
Concorrendo;FRANCISCO SILVA SANTOS;BOCAIÚVA;Deputado Distrital;15115;MDB;Aguardando julgamento;MDB
Concorrendo;JOSE BOLIVAR DA ROCHA CRUZ LEITE;BOLIVAR ROCHA;Deputado Distrital;70789;AVANTE;Deferido;AVANTE
Concorrendo;BRUNA AUGUSTO DE SOUSA;BRUNA AUGUSTO;Deputado Distrital;33167;PMN;Aguardando julgamento;mobilizar pra mudar
Concorrendo;BRUNA DE SOUZA SILVA;BRUNA DE SOUZA;Deputado Distrital;15007;MDB;Aguardando julgamento;MDB
Concorrendo;RUBENS CÉSAR BRUNELLI JÚNIOR;BRUNELLI;Deputado Distrital;15444;MDB;Aguardando julgamento;MDB
Concorrendo;BRUNO RODRIGUES DE CASTRO MUNIZ;BRUNO CAPELLI;Deputado Distrital;35135;PMB;Aguardando julgamento;RENOVA DF
Concorrendo;CARLOS ALBERTO NEVES DA SILVA;CACÁ SILVA;Deputado Distrital;44999;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;CAIO CESAR DE ANDRADE SANTOS;CAIO CÉSAR;Deputado Distrital;44131;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;FERNANDO MOREIRA OLIVIERE CAIXETA;CAIXETA;Deputado Distrital;30500;NOVO;Aguardando julgamento;NOVO
Concorrendo;CLÁUDIO FLORENCIO DE CAMARGO;CAMARGO;Deputado Distrital;70389;AVANTE;Deferido;AVANTE
Concorrendo;WELLINGTON CAPISTRANO FERREIRA NOBRE;CAPISTRANO;Deputado Distrital;31133;PHS;Aguardando julgamento;PHS
Concorrendo;CARINA SALES DOS SANTOS;CARINA SALES;Deputado Distrital;11011;PP;Aguardando julgamento;PP
Concorrendo;CARLOS ROBERTO DE SOUZA;CARLÃO;Deputado Distrital;50234;PSOL;Aguardando julgamento;ELAS POR NÓS: SEM MEDO DE MUDAR O DF
Concorrendo;CARLOS DALVAN SOARES DE OLIVEIRA;CARLOS DALVAN;Deputado Distrital;11311;PP;Aguardando julgamento;PP
Concorrendo;CARLOS INACIO PRATES;CARLOS INACIO;Deputado Distrital;18666;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;CARLOS MARTINS DE SOUZA;CARLOS MARTINS;Deputado Distrital;54017;PPL;Renúncia;UMA NOVA ESPERANÇA
Concorrendo;CARLOS PENNA BRESCIANINI;CARLOS PENNA;Deputado Distrital;12001;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;CARLOS FARIAS PONTES;CARLOS PONTES;Deputado Distrital;12555;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;LUIS CARLOS SANCHA DA CUNHA;CARLOS SANCHA;Deputado Distrital;44007;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;CARMEM DE OLIVEIRA FURTADO;CARMEM DE OLIVEIRA;Deputado Distrital;50111;PSOL;Aguardando julgamento;ELAS POR NÓS: SEM MEDO DE MUDAR O DF
Concorrendo;CAROLINA MOURÃO ALBUQUERQUE;CAROL DOS ANIMAIS;Deputado Distrital;70070;AVANTE;Deferido;AVANTE
Concorrendo;CAROLINE DIAS RIBEIRO;CAROLINE RIBEIRO;Deputado Distrital;31313;PHS;Aguardando julgamento;PHS
Concorrendo;MARIA CAROLINE FLEURY DE LIMA;CAROL LIMA;Deputado Distrital;36123;PTC;Aguardando julgamento;mobilizar pra mudar
Concorrendo;CÁSSIO EDUARDO SILVEIRA XAVIER;CÁSSIO EDUARDO;Deputado Distrital;50445;PSOL;Aguardando julgamento;ELAS POR NÓS: SEM MEDO DE MUDAR O DF
Concorrendo;ADRIANDESSON SOUSA CASTELO;CASTELO;Deputado Distrital;14222;PTB;Aguardando julgamento;PTB
Concorrendo;CÉLIA REGINA CUNHA DA COSTA;CELIA REGINA;Deputado Distrital;31020;PHS;Aguardando julgamento;PHS
Concorrendo;CELIO ALVES DE FREITAS;CELIO MARRUÁ;Deputado Distrital;36500;PTC;Aguardando julgamento;mobilizar pra mudar
Concorrendo;CELSO RIBEIRO PAZ;CELSO RIBEIRO;Deputado Distrital;50161;PSOL;Aguardando julgamento;ELAS POR NÓS: SEM MEDO DE MUDAR O DF
Concorrendo;ANTONIO CESAR DOS SANTOS RAMOS;CESAR RAMOS;Deputado Distrital;14100;PTB;Aguardando julgamento;PTB
Concorrendo;CESAR DA SILVA SANTANA;CESAR SANTANA;Deputado Distrital;18193;REDE;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;CESAR AUGUSTO RESENDE DA COSTA SANTOS;CESINHA DA ACESSIBILIDADE;Deputado Distrital;12021;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;SEBASTIAO CEZAR PINTO;"CEZAR ";Deputado Distrital;90600;PROS;Aguardando julgamento;PROS
Concorrendo;CHARLES BARBOSA CHAGAS;CHARLES DO GÁSMYT;Deputado Distrital;44555;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;CHARLES JATOBA QUEIROZ SANTANA;CHARLES JATOBA;Deputado Distrital;14556;PTB;Aguardando julgamento;PTB
Concorrendo;FRANCISCO JOSE ANTONIO DA SILVA;CHICO BOMBEIRO;Deputado Distrital;77911;SOLIDARIEDADE;Aguardando julgamento;COLIGAÇÃO UNIDOS PELO DF 3
Concorrendo;FRANCISCO DOMINGOS DOS SANTOS;CHICO VIGILANTE;Deputado Distrital;13100;PT;Aguardando julgamento;PT
Concorrendo;FRANCISCO FERREIRA DE CARVALHO;CHIQUINHO;Deputado Distrital;31311;PHS;Aguardando julgamento;PHS
Concorrendo;FRANCISCO RODRIGUES DA SILVA NETO;CHIQUINHO DE SAMAMBAIA;Deputado Distrital;65100;PC do B;Aguardando julgamento;Brasília Justa e de mãos limpas
Concorrendo;JOSIVALDO ALVES FERNANDES;CHOCOLATE BOTAFOGO;Deputado Distrital;19051;PODE;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;CHRISTIANE QUINTILIANO FERNANDES DE BRITO;CHRIS QUINTILIANO;Deputado Distrital;23400;PPS;Aguardando julgamento;PPS
Concorrendo;CHRISTIANA INOCENCIO;CHRISTIANA INOCENCIO;Deputado Distrital;20190;PSC;Aguardando julgamento;PSC
Concorrendo;CHRISTIAN TADEU DE SOUZA SANTOS;CHRISTIAN TADEU;Deputado Distrital;15000;MDB;Aguardando julgamento;MDB
Concorrendo;GERALDA APARECIDA DA SILVA BUENO;CIDA SILVA;Deputado Distrital;51777;PATRI;Aguardando julgamento;RENOVA DF
Concorrendo;ANGELINA APARECIDA DOURADO SANTOS;CIDINHA SANTOS;Deputado Distrital;12018;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;LUCILENE RODRIGUES MESQUITA;"CIGANA LUCY ";Deputado Distrital;19191;PODE;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;CIVALDO MARQUES REBOUÇAS;CIVALDO REBOUÇAS;Deputado Distrital;20070;PSC;Aguardando julgamento;PSC
Concorrendo;CLAIRTON MONTEIRO DOS SANTOS;CLAIRTON MANGA ROSA;Deputado Distrital;54929;PPL;Aguardando julgamento;UMA NOVA ESPERANÇA
Concorrendo;CLAUDECI XAVIER DE MIRANDA;CLAUDECI LUART;Deputado Distrital;19123;PODE;Aguardando julgamento;UNIDOS PELO DF 2
Concorrendo;CLAUDETE SILVA DO NASCIMENTO;CLAUDETE;Deputado Distrital;11777;PP;Aguardando julgamento;PP
Concorrendo;MARIA CLÁUDIA DE VILHENA MORAES;CLÁUDIA VILHENA;Deputado Distrital;30330;NOVO;Aguardando julgamento;NOVO
Concorrendo;FRANCISCO CLAUDIO DE ABRANTES;CLÁUDIO ABRANTES;Deputado Distrital;12123;PDT;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;CLÁUDIO CAVALCANTI BARRA;CLÁUDIO BARRA;Deputado Distrital;30000;NOVO;Aguardando julgamento;NOVO
Concorrendo;CLÁUDIO DE SOUZA BENTO;CLAUDIO BENTO;Deputado Distrital;11500;PP;Aguardando julgamento;PP
Concorrendo;CLAUDIO FERNANDO MARQUES DE OLIVEIRA;CLAUDIO PERIFERIA;Deputado Distrital;43420;PV;Aguardando julgamento;SUSTENTABILIDADE E TRABALHO
Concorrendo;CLAUDIO AUGUSTO SAMPAIO PINTO;CLÁUDIO SAMPAIO;Deputado Distrital;44747;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;CLEBSON PEREIRA CARVALHO;CLEBSON CARVALHO;Deputado Distrital;40303;PSB;Aguardando julgamento;PSB
Concorrendo;CLEISON MEDAS DUVAL;CLEISON DUVAL;Deputado Distrital;45345;PSDB;Aguardando julgamento;TODOS PELO DF
Concorrendo;FRANCISCO WILAS DE SOUSA SANTOS;CODÓZÃO;Deputado Distrital;50133;PSOL;Aguardando julgamento;ELAS POR NÓS: SEM MEDO DE MUDAR O DF
Concorrendo;PAULO CESAR DA ROCHA ANTONY;COMANDANTE  ANTONY;Deputado Distrital;30789;NOVO;Aguardando julgamento;NOVO
Concorrendo;CONCEIÇÃO DE MARIA MEIRELES OLIVEIRA;CONCEIÇÃO MARIA;Deputado Distrital;22775;PR;Aguardando julgamento;PR
Concorrendo;JEAN RODRIGUES OLIVEIRA;CORONEL JEAN;Deputado Distrital;11190;PP;Aguardando julgamento;PP
Concorrendo;REGINA BENINI MOEZIA DE LIMA;CORONEL REGINA;Deputado Distrital;44047;PRP;Aguardando julgamento;BRASÍLIA ACIMA DE TUDO
Concorrendo;MARCOS SOUTO DE LIMA;CORONEL SOUTO;Deputado Distrital;30008;NOVO;Aguardando julgamento;NOVO
Concorrendo;JOSE CORREIA DE BRITO;CORREA LEÃO DE JUDÁ;Deputado Distrital;70600;AVANTE;Deferido;AVANTE
Concorrendo;COUBERT BRAZ DA VEIGA;COUBERT BRAZ;Deputado Distrital;51512;PATRI;Aguardando julgamento;RENOVA DF
